166,,Cincha de tension unidad 637 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-286",,1,,,Inhabilitado
167,,"tensores de 8"" unidad 637 se da de baja por inexistencia en inventario fisico",,,1,1,"73-1223,7-286",,1,,,Inhabilitado
168,,"estuche de herramienta (llave de chucho, 2 jaladores de remolque, llave de cola 12-14, 2 cuñas de metal, llave de chucho en L, llave de cola) unidad 371 se da de baja por inexistencia en inventario fisico",,,1,1,"73-1223,7-188",,1,,,Inhabilitado
169,,"Estuche de Herramienta (llave de chucho, 2 jaladores de remolque, llave de cola, llave de copa 13-16, llave de chuchos en L) unidad 918 se da de baja por inexistencia en inventario fisico",,,1,1,"73-1223,7-188",,1,,,Inhabilitado
170,,Barras de acero planas unidad 637 se da de baja por inexistencia en inventario fisico,,,1,1,"73-1223,7-167",,1,,,Inhabilitado
171,,Corta frio unidad 637 (seda de baja por extravio en servicio),,,1,1,"73-1223,7-159",,1,,,Inhabilitado
172,,Corta frio (seda de baja por extravio en servicio),,,1,1,"73-1223,7-159",,1,,,Inhabilitado
173,,Camilla especial de rescate se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-359",,1,,,Inhabilitado
174,,Bomba de Agua se da de baja por estar en Mal Estado Fundida,,,31,1,"73-1222,6-300",ID840,1,,,Inhabilitado
175,,Manguera de 1 1/2 de acople en espiral se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-507",,1,,,Inhabilitado
176,,"Piton de 1"" con selector fuera de servicio por Mal Estado",,,1,1,"73-122,9-527",,1,,600,Habilitado
177,,Piton de 1 1/2 con selector tipo pistola fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,550,Habilitado
178,,Piton de 2 1/2 tipo basuca unidad 637 fuera de servicio por Mal Estado,,,1,1,"73-122,9-528",,1,,"1,900.00",Habilitado
179,,Piton de 1 1/2 con selector unidad 485 fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
180,,Piton de 1 1/2 con selector tipo pistola fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
181,,Piton con llave de control tipo pistola fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,750,Habilitado
182,,Piton de 1 1/2 con llave de control tipo pistola unidad 485 fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
183,,Piton 1 1/2 con selector Fozz Noggle fuera de servicio por Mal Estado,,,1,1,"73-122,9-527",,1,,850,Habilitado
184,,Y unidad 485 fuera de servicio por Mal Estado,,,1,1,"73-122,9-526",,1,,500,Habilitado
185,,Monitor con Piton de control de  1 1/2 fuera de servicio por Mal Estado,,,1,1,"73-122,9-534",,1,,950,Habilitado
186,,Monitor con 4 salidas fuera de servicio por Mal Estado,,,1,1,"73-122,9-534",,1,,800,Habilitado
187,,Punta de monitor con 4 salidas fuera de servicio por Mal Estado,,,1,1,"73-122,9-534",,1,,400,Habilitado
188,,Reducidor de 2 1/2 a 1 1/2 con llave de control  fuera de servicio por Mal Estado,,,1,1,"73-122,9-535",,1,,450,Habilitado
189,,Reducidor de 2 1/2 a 1 1/2  fuera de servicio por Mal Estado,,,1,1,"73-122,9-535",,1,,300,Habilitado
190,,Manguera de alta presion unidad 485 se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-500",,1,,,Habilitado
191,,Mangueras de 2 1/2 `por 20 se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
192,,Mangueras de 2 1/2 por 10 se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
193,,Mangujera de 2 1/2 pot 10 con rosca se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
194,,Mangueras de 1 1/2 por 10 con rosca se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-536",,1,,,Habilitado
195,,Escalera de aluminio de 12 pies se da de baja por inexistencia en inventario fisico,,,1,1,"73-122,9-541",,1,,,Habilitado
196,,Mangueras de 1 1/2 de 50 pies ( se da debaja 4 por estar en mal estado),,,1,1,"73-122,9-507",,1,,"1,000.00",Habilitado
197,,Motocicleta (se solicita la baja por ser propiedad de Ana Maria Mendez Galindo la cual se encuentra prestada),LC6PAGA16B0813899,1F50FNG1C97812,32,1,"73-1224,5-700",AX100,1,,,Inhabilitado
198,,Vehiculo tipo ambulacia unidad 371 (se solicita baja por ser propiedad de Donaldo Ayala Pérez),JFTJS02PX80012619,2KDH202L,20,1,"73-1224,2-800",2008,1,,,Inhabilitado
199,,Vehiculo tipo ambulacia unidad 918 (se solicita baja por ser propiedad de Donaldo Ayala Pérez),JFTJS02P790017505,2KD1902820,20,1,"73-1224,2-800",2009,1,,,Inhabilitado
200,,Vehiculo tipo pick up unidad 925 (se solicita baja por ser propiedad de Donaldo Ayala Pérez),IMBENKB409D04,4D56UCBN3521,34,1,"73-1224,2-804",2009,1,,,Inhabilitado
201,1145,Cortadora,,,35,1,,,1,,,Inhabilitado
202,2787,Quijada de la vida C465R52,,,35,1,,,1,,,Inhabilitado
203,2,"Unidad de poder hidraulico (Motor Compresor), C465A51",,,36,1,,,1,,,Inhabilitado
204,J03,"Unidad de poder hidraulico portatil (Motor Compresor), C465R10G",,,35,1,,,1,,,Inhabilitado
205,2113,"Barras Hidraulicas (peq. C465A56 Serie 722, med. C465R108 Serie 2113 gde. C465A57 Serie 539 cambio por equipo Holmatro dado a nuestra compañia y debaja por ser entregado.",,,35,1,,,1,,,Inhabilitado
